2.6223, 1, 0,
1.4243, 1, 0,
0.2294, 1, 0,
0.5989, 1, 1,
0.4418, 1, 1,
0.9059, 1, 1,
4.1446, 0, 0,
0.1448, 0, 0,
0.8189, 0, 0,
1.3135, 0, 1,
0.9882, 0, 1,
0.7760, 0, 1,
