1, 1, 0.931, 0,
0, 1, 1.081, 1,
0, 2, 1.581, 2,
0, 1, 1.773, 3,
0, 2, 2.101, 4,
0, 2, 2.272, 5,
0, 1, 2.567, 6,
0, 2, 2.902, 7,
0, 1, 3.348, 8,
0, 2, 3.751, 9,
